round,client_id,accuracy,loss,algorithm
1,0,0.86,0.51,FedAvg
2,0,0.8600333333333333,0.52,FedAvg
3,0,0.8549333333333333,0.50,FedAvg
1,1,0.8566333333333334,0.50,FedAvg
2,1,0.8566333333333334,0.49,FedAvg
3,1,0.8856333333333334,0.47,FedAvg
